Location_ID,Location_Name,Location_Type,Region,Population_2021,Unified_Score,Deferred_Reason
SK-1673,Etomami,Locality,Central Saskatchewan,27,32.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1674,Gronlid East,Locality,Northern Saskatchewan,32,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1675,Gull Lake East,Locality,West Central Saskatchewan,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1676,Lake Alma East,Locality,Southwest Saskatchewan,26,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1677,Leask East,Locality,Southern Saskatchewan,3,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1678,Macoun East,Locality,Southeast Saskatchewan,14,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1680,West Terrace,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1681,East Heights,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1682,Killdeer Park,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1683,Fairview Heights,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1684,South Centre,Neighborhood,Northwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1685,South Weyburn,Neighborhood,Southeast Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1686,Crescent Heights,Neighborhood,Southern Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1687,North End,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1688,South End,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1689,West Side,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1690,Bapaume,Locality,Northwest Saskatchewan,47,38.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1691,Benson,Locality,Southeast Saskatchewan,12,35.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1692,Beverley,Locality,Southwest Saskatchewan,6,31.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1693,Black Lake Denesuline First Nation,Locality,Northern Saskatchewan,22,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1694,Canoe Lake 165,Locality,Southwest Saskatchewan,36,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1695,Dollard,Locality,Southwest Saskatchewan,10,30.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1696,Domremy Beach,Locality,Central Saskatchewan,11,36.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1697,Ferland,Locality,Southwest Saskatchewan,36,36.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1698,Fusilier,Locality,West Central Saskatchewan,18,34.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1699,Gledhow,Locality,Saskatoon Region,25,40.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1700,Govenlock,Locality,Southwest Saskatchewan,26,29.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1701,Jan Lake,Locality,Northern Saskatchewan,24,29.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1702,Katepwa South,Locality,Northern Saskatchewan,9,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1703,Kinookimaw,Locality,Northern Saskatchewan,34,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1704,Lemsford,Locality,West Central Saskatchewan,14,33.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1705,Phippen,Locality,Northwest Saskatchewan,22,36.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1706,Serath,Locality,Central Saskatchewan,44,40.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1707,South Gnadenthal,Locality,Southwest Saskatchewan,23,35,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1708,Woodrow,Locality,Southwest Saskatchewan,26,36.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1709,Altawan,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1710,Ceepee,Locality,Saskatoon Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1711,Orkney,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1712,Guernsey Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1713,Strongfield East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1714,Wiseton East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1715,Kelfield Station,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1716,Netherhill Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1717,Plenty East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1718,Kerrobert Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1719,Luseland East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1720,Langham Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1721,Tramping South,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1722,Sovereign,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1723,Martensville East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1724,Hague East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1725,Duck Lake East,Locality,Saskatoon Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1726,St. Brieux Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1727,Spalding Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1728,Raymore Station,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1729,Watrous East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1730,Jansen East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1731,Balgonie East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1732,Sintaluta East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1733,Grenfell East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1734,Moosomin East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1735,Kelliher East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1736,Porcupine Plain East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1737,Hudson Bay East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1738,Reserve East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1739,Craik East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1740,Birch Hills East,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1741,Bruno East,Locality,Southeast Saskatchewan,4,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1742,Coleville East,Locality,West Central Saskatchewan,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1743,Craven East,Locality,Southwest Saskatchewan,11,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1744,Deer Ridge,Locality,Central Saskatchewan,11,35.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1745,Dubuc East,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1746,Francis East,Locality,Southwest Saskatchewan,11,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1747,Gladmar East,Locality,Northern Saskatchewan,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1748,Glen Ewen East,Locality,Southwest Saskatchewan,12,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1749,Handel East,Locality,West Central Saskatchewan,10,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1750,Kinistino East,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1751,Lampman East,Locality,Southern Saskatchewan,3,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1752,Melfort East,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1753,Dana,Locality,Central Saskatchewan,80,41.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1754,Uranium City,Locality,Northern Saskatchewan,60,28.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1755,Leslie,Locality,Central Saskatchewan,60,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1756,Cypress Hills,Locality,Southwest Saskatchewan,50,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1757,Missinipe,Locality,Northern Saskatchewan,50,30.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1758,D'Arcy,Locality,West Central Saskatchewan,50,38.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1759,Rockhaven,Locality,Northwest Saskatchewan,50,38.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1760,Reward,Locality,Northwest Saskatchewan,50,37.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1761,Lockwood,Locality,Central Saskatchewan,50,39.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1762,Chamberlain,Locality,Southern Saskatchewan,50,40.5,duplicate place (locality twin of an incorporated municipality)
SK-1763,Sask River Forks,Locality,Central Saskatchewan,50,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1764,Fielding,Locality,Northwest Saskatchewan,50,40.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1765,Liebenthal,Locality,Southwest Saskatchewan,50,35.2,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1766,Piapot,Locality,Southwest Saskatchewan,50,34.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1767,Grasslands,Locality,Southwest Saskatchewan,30,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1768,Batoche,Locality,Central Saskatchewan,30,39.6,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1769,Antler,Locality,Southeast Saskatchewan,30,34.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1770,East Melfort,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1771,West Melfort,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1772,Crescent Park,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1773,Bremen,Locality,Central Saskatchewan,16,38.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1774,Coothill,Locality,Southeast Saskatchewan,18,35,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1775,Lake Valley,Locality,Southern Saskatchewan,35,39.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1776,Masefield,Locality,Southwest Saskatchewan,5,30.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1777,Mawer,Locality,Southern Saskatchewan,10,35.8,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1778,Roseray,Locality,Southwest Saskatchewan,29,35.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1779,Sonningdale,Locality,West Central Saskatchewan,10,37.5,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1780,Hazlet Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1781,Elbow South,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1782,Conquest East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1783,Primate,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1784,Maymont Station,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1785,Paradise Hill East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1786,Frenchman Butte Station,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1787,St. Walburg East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1788,Paynton East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1789,Hepburn East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1790,Imperial Station,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1791,Riverhurst East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1792,Tugaske East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1793,Pilot Butte East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1794,Whitewood East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1795,Rocanville East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1796,Melville East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1797,Foam Lake East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1798,White Fox East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1799,Bellevue,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1800,Clavet East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1801,Aylesbury East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1802,Buena Vista East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1803,Jans Bay Métis Community,Métis Community,Northern Saskatchewan,100,,no published StatCan census population (Métis Community — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1804,Bach,Locality,Southwest Saskatchewan,12,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1805,Broderick East,Locality,Southwest Saskatchewan,26,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1807,North Yorkton,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1808,South Yorkton,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1809,Weinmaster Park,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1810,Parkland,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1811,Logan Park,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1812,York Colony,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1813,Yorkdale,Neighborhood,Central Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1814,Hillcrest,Neighborhood,Southeast Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1815,Woodlawn,Neighborhood,Saskatoon Region,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1816,Baldwinton,Locality,Northwest Saskatchewan,12,34.4,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1817,Horizon,Locality,Southern Saskatchewan,10,36.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1818,Lac La Peche,Locality,Northern Saskatchewan,9,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1819,Mennon,Locality,Saskatoon Region,30,40.9,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1820,Zehner,Locality,Regina Region,22,40.7,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1821,Bladworth East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1822,Girvin North,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1823,Cactus Lake East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1824,Kindersley East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1825,North Battleford East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1826,Macklin East,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1827,Salvador East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1828,Springwater,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1829,Osler East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1830,Laird East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1831,Strongfield West,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1832,Eyebrow East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1833,Marquis East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1834,Qu'Appelle East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1835,Dubuc Station,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1836,Killaly East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1837,Wadena East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1838,Nipawin East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1839,Paddockwood East,Locality,Southern Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1840,Wakaw North,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1841,Dundurn East,Locality,West Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1842,Halbrite East,Locality,Northern Saskatchewan,32,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1843,North Hill,Neighborhood,Southwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1844,South Hill,Neighborhood,Southwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1845,Riverside,Neighborhood,Southwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1846,Elmwood,Neighborhood,Southwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1847,Northcote,Neighborhood,Southwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1848,Southview,Neighborhood,Southwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1849,Fairview East,Neighborhood,Southwest Saskatchewan,,,no published StatCan census population (Neighborhood — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1850,Besant,Locality,Southwest Saskatchewan,16,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1851,Birmingham,Locality,Southeast Saskatchewan,5,34.3,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1852,Loomis,Locality,Southwest Saskatchewan,19,31.1,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1853,Vosnesenya,Locality,Northern Saskatchewan,7,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1854,Dafoe,Locality,Central Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1855,Wilkie East,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1856,Landis Station,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1857,Denholm Station,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1858,Warman East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1859,Waldheim Station,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1860,Watson East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1861,Simpson East,Locality,Southeast Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1862,McLean East,Locality,Regina Region,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1863,Esterhazy East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1864,Meath Park East,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1865,Hoodoo,Locality,Southwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1866,Lumsden East,Locality,Northwest Saskatchewan,,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1867,Cressman,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1868,Cupar East,Locality,Northern Saskatchewan,17,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
SK-1869,Kamsack East,Locality,Southwest Saskatchewan,12,,no published StatCan census population (Locality — unincorporated locality / reserve / neighborhood; population would have to be invented)
